160,1,900971,SKI-TK. FAMILY,JL. CIJUREY KP GEGERBITUNG SMI,SUKABUMI,43197,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",210
161,1,900976,SKI-TK. RINA JAYA II,"PS. JUBLEG NO.12/13 SMI, SUKAB",SUKABUMI,43161,SKI-Z1CP01,SUKABUMI KOTA,200
162,1,900977,SKI-PT. RAMAYANA LESTARI SENTOSA,JL.TIPAR GEDE NO.17 - SUKABUMI,SUKABUMI,43141,SKI-Z1CP01,SUKABUMI KOTA,200
163,1,900978,SKI-TK. ELVAS,JL.CICIH WIARSIH NO.8 BJ.MERON,CIANJUR,43211,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",203
164,1,900979,SKI-TK. SISIAN,"JL. RY LOPANG SUKABUMI, SUKABU",SUKABUMI,43151,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",203
165,1,900981,SKI-TK. AMIN,"JL. GEGER BITUNG PASANGRAHAN,",SUKABUMI,43197,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",210
166,1,900983,SKI-TK. JATI MAS,"PS. CIEMAS SMI SUKABUMI, SUKAB",KAB. SUKABUMI,43177,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",210
167,1,900984,SKI-PT. RAMAYANA (CIBADAK),JL. SILIWANGI KAMP. SEKARWANGI,KAB. SUKABUMI,43351,SKI-Z2CP01,"CIKEMBAR,CIKEMBANG,CIB",201
168,1,900985,SKI-TK. NANI 2,"KP. CIREUNDEU NYALINDUNG SMI,",KAB. SUKABUMI,43151,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",203
169,1,900988,SKI-HYPERMART MAYOFIELD CJR - 34,"JL. KH. ABDULAH BIN NUH NO. 1,",CIANJUR,43211,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",203
170,1,900989,SKI-TK. ABAS,JL. BHAYANGKARA NO.20 SMI,SUKABUMI,43121,SKI-Z1CP01,SUKABUMI KOTA,200
171,1,900990,SKI-TK. AEP,"JL. SAGARANTEN SUKABUMI, SUKAB",SUKABUMI,43181,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",203
172,1,900991,SKI-TK. USMAN,PS. RAHAYU 15 CIPANAS,CIANJUR,43253,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",203
173,1,900992,SKI-TK. VICTORY,JL.RY.CITAPOS CISOLOK 1/2,KAB. SUKABUMI,43366,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
174,1,900993,SKI-TK. INSANI,JL. NANGGELENG 32 SUKABUMI,SUKABUMI,43145,SKI-Z1CP01,SUKABUMI KOTA,200
175,1,900994,SKI-MM. SIMPATI III,JL. PAKUON PA.SALAK.PRG KUDA,KAB. SUKABUMI,43357,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
176,1,900995,SKI-TK. OSIN I,"JL.PAKUON PAR.SALAK PRG KUDA,",KAB. SUKABUMI,43357,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
177,1,900996,SKI-TK. SURYA ABADI,"JL. PADABEUNGHAR BJ LOPANG, SU",KAB. SUKABUMI,43171,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",203
178,1,900997,SKI-TK. CAHAYA,JL. RAYA KERTAJADI CIDAUN,CIANJUR,43275,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",203
179,1,900998,SKI-TK. SEDERHANA,JL. RAYA  NYALINDUNG SUKABUMI,SUKABUMI,43196,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",210
180,1,900999,SKI-TK. PURNAMA,"JL. RY CIMACAN NO.2 CIPANAS, C",CIANJUR,43253,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",206
181,1,901000,SKI-TK. WIN'S,JL. MOH ALI NO.23 / SEBELAH SE,SUKABUMI,43367,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",206
182,1,901001,SKI-TK. HEDICA JAYA,"JL. RAYA CISOLOK PEL.RATU,SUKA",SUKABUMI,43364,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",205
183,1,901002,SKI-TK. RAMADHAN,"PS UBRUG WR KIARA CIKOLE, SUKA",SUKABUMI,43111,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",205
184,1,901003,SKI-TK. ADE,JL. SIMPANG PAGELARAN CIANJUR,CIANJUR,43266,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",210
185,1,901004,SKI-AP. RS. ASYIFA,JL. JENDRAL SUDIRMAN NO. 3 GUN,SUKABUMI,43111,SKI-Z1PH01,SUKABUMI KOTA,100
186,1,901005,SKI-TK. TIARA,"JL. RY. PURABAYA 7 SMI, SUKABU",KAB. SUKABUMI,43187,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",203
187,1,901006,SKI-TK. HADE GUNA,JL. RAYA SILIWANGI CICURUG SUK,KAB. SUKABUMI,43359,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
188,1,901007,SKI-TK. SAHABAT,JL. CIJURAY 231 GEGER BITUNG,SUKABUMI,43197,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
189,1,901008,SKI-AP. ANANDA,JL. IR.H. JUANDA NO.70 CIANJUR,CIANJUR,43212,SKI-Z3PH01,"CIANJUR KOTA, CIBEBER,",102
190,1,901009,SKI-TK. JASA RAMA,JL. UJUNG GENTENG CIRACAP SUKA,SUKABUMI,43176,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",210
191,1,901010,SKI-TK. UJANG,"JL. ANCAEN SAGARANTEN,SUKABUMI",SUKABUMI,43181,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",203
192,1,901011,SKI-INSTALASI GIZI RS.SAMSUDIN,JL. RUMAH SAKIT NO. 1 SUKABUMI,SUKABUMI,43111,SKI-Z1PH01,SUKABUMI KOTA,100
193,1,901012,SKI-TK. IJAH,JL. OTISTA GG. H. DAUD 2/3 SMI,SUKABUMI,43112,SKI-Z1CP01,SUKABUMI KOTA,200
194,1,901013,SKI-TK. SAMUDRA I,JL. CIUJUNG CIDAUN CIANJUR SEL,CIANJUR,43275,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",203
195,1,901014,SKI-TK. SRIKAYA,JL. A. YANI NO. 281 SUKABUMI,SUKABUMI,43151,SKI-Z1CP01,SUKABUMI KOTA,200
196,1,901015,SKI-TK. ADE MITRA,"PASAR SURADE SUKABUMI, SUKABUM",KAB. SUKABUMI,43179,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",203
197,1,901016,SKI-TK. LARIS,JL. SUKANEGARA 01/01 NO.35,CIANJUR,43264,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",203
198,1,901017,SKI-TK. HURIF JAYA,"JL. SIMPANG PAGELARAN CJR SEL,",CIANJUR,43266,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",203
199,1,901018,SKI-TK. BUDI KARYA,JL. SUKANEGARA 01/01 NO.31,CIANJUR,43264,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",203
200,1,901019,SKI-MULTI GROSIR TOSERBA,"JL. SURYA KENCANA 99 CIBADAK,",KAB. SUKABUMI,43351,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
201,1,901020,SKI-TK. SARI ALAM,"PARUNG KUDA BLOK H NO. 15 SMI,",SUKABUMI,43357,SKI-Z2CP01,"CIKEMBAR,CIKEMBANG,CIB",202
202,1,901021,SKI-TK. ALIT,"JL. BARU EMPANG 2/13 PEL RATU,",KAB. SUKABUMI,43364,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
203,1,901022,SKI-MM. MULTI GROSIR CICURUG,JL. SILIWANGI NO. 147 CICURUG,KAB. SUKABUMI,43359,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
204,1,901023,SKI-TK. MANG DANISH,"PS. PEL.RATU J32 SUKABUMI, SUK",SUKABUMI,43364,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
205,1,901024,SKI-TK. KARYA PUTRI,"JL. CIKANGKUNG SURADE, SUKABUM",KAB. SUKABUMI,43179,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",210
206,1,901025,SKI-TK. BERKAH RUTIN,"JL. BANTEN CISOLOK SUKABUMI, S",KAB. SUKABUMI,43366,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
207,1,901026,SKI-AP. NIAS,JL. PELABUHAN NO. 63A SUKABUMI,KAB. SUKABUMI,43364,SKI-Z1PH01,SUKABUMI KOTA,100
208,1,901027,SKI-TK. DIAN PUTRA,JL. CIKARANG 9/7 SURADE SUKABU,SUKABUMI,43179,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",203
209,1,901028,SKI-TK. MANFAAT PUTRA,"PS. PURABAYA SAGARANTEN, SUKAB",SUKABUMI,43187,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",210
210,1,901030,SKI-TK. SS,"CITARIK PS. TONJONG PEL. RATU,",KAB. SUKABUMI,43364,SKI-Z2CP01,"CIKEMBAR,CIKEMBANG,CIB",201
211,1,901031,SKI-SUPER INDO SUKABUMI,JL. A.YANI NO.125-127 SUKABUMI,KAB. SUKABUMI,43151,SKI-Z1CP01,SUKABUMI KOTA,200
212,1,901032,SKI-TK. ADS,JL. PASAR CIWANGI 4 SUKABUMI,SUKABUMI,43151,SKI-Z1CP01,SUKABUMI KOTA,200
213,1,901033,SKI-TK. RAHMA,"JL. CIEMAS SURADE SUKABUMI, SU",KAB. SUKABUMI,43177,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",210
214,1,901034,SKI-KLINIK IRNA FARMA,JL. BHAYANGKARA NO.30 SUKABUMI,SUKABUMI,43123,SKI-Z1PH01,SUKABUMI KOTA,100
215,1,901035,SKI-TK. GELAR ANYAR,"JL. PS CIBEBER CJR SELATAN, CI",CIANJUR,43262,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",203
216,1,901036,SKI-MITRA GROSIR TOSERBA,JL. SILIWANGI NO. 60A CIANJUR,CIANJUR,43212,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",203
217,1,901037,SKI-TK. RIDWAN,"JL. SAGARANTEN SUKABUMI, SUKAB",SUKABUMI,43181,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",210
218,1,901039,SKI-MM. MITRA JAYA,"JL. PS SUKANEGARA CJR SEL, CIA",CIANJUR,43264,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",203
219,1,901040,SKI-TIARA TOSERBA,JL. A.YANI NO.2 RT.3 RW.5 SUKA,SUKABUMI,43131,SKI-Z1CP01,SUKABUMI KOTA,200
220,1,901041,SKI-TK. SR,JL. RY CIREUNGHAS NO.100 SMI,KAB. SUKABUMI,43193,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",203
221,1,901043,SKI - BGR,Jl. Raya Wangun No.216 Tajur,BOGOR,,SKI-Z4,SKI Z4,300
222,1,901042,SKI-TIARA TOSERBA (CJR),"JL. SITI JENAB NO.8/10, CIANJU",CIANJUR,43215,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",203
223,1,901044,SKI-TK. LUGINA,"JL. LUHUR SINDANGBARANG CJR, C",CIANJUR,43272,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",203
224,1,901045,BGR - SKI,Jl. Sukabumi no 10,Sukabumi,,SKI-Z4,SKI Z4,300
225,1,901046,SKI-TK. NS PUTRA,"JL. AGRA GINTA 50 M, CIANJUR",CIANJUR,43273,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",203
226,1,901047,SKI-TK. BATUBARA PUTRA,"PS. PARUNG KUDA H/1 SMI, SUKAB",SUKABUMI,43357,SKI-Z2CP01,"CIKEMBAR,CIKEMBANG,CIB",202
227,1,901048,SKI-TK. DADANG,"KP. SAWAH RANDU 2/1 CJATI, CIA",CIANJUR,43268,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",210
228,1,901049,SKI-TK. NANI 2,JL. RY NYALINDUNG SUKABUMI,KAB. SUKABUMI,43196,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",203
229,1,901050,SKI-TK. GELAR WANGI,"JL.PS. KADUPANDAK NO. 3, CIANJ",CIANJUR,43268,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",210
230,1,901051,SKI-TK. PANDI,"JL. CIBINONG CIANJUR, CIANJUR",CIANJUR,43271,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",203
231,1,901053,SKI-TK. NONOMAN,"PS. PURABAYA SAGARANTEN, SUKAB",SUKABUMI,43187,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",210
232,1,901054,SKI-TK. RUKOYAH (IBU),PS. NYALINDUNG PERT SAGARANTEN,SUKABUMI,43196,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",203
233,1,901056,SKI-TK. ABDUL,"PS. TERM CISOLOK SUKABUMI, SUK",KAB. SUKABUMI,43366,SKI-Z2CP01,"CIKEMBAR,CIKEMBANG,CIB",201
234,1,901059,SKI-PT. DARUTAQWA CIANJUR,JL. RAYA CIBEBER PASIR HAYAM N,CIANJUR,,SKI-RXLK01,EXP LUAR KOTA CIANJUR,
235,1,901060,SKI-TK. AM,"PS. TERM CISOLOK SUKABUMI, SUK",KAB. SUKABUMI,43366,SKI-Z2CP01,"CIKEMBAR,CIKEMBANG,CIB",201
236,1,901061,SKI-TK. ANUGRAH,"JL. CIJAMPANG 01/03 CJR, CIANJ",CIANJUR,43211,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",210
237,1,901063,SKI-TK. JAJANG,"JL. KALIBUNDER SURADE CIANJUR,",SUKABUMI,43185,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",210
238,1,901064,SKI-TK. UJI,"JL. GEMPOL DKT TK LINA SURADE,",KAB. SUKABUMI,43179,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",203
239,1,901065,SKI-TK. PUTRA MUSLIHAT,"JL.CIKARANG JAMPANG KULON SMI,",KAB. SUKABUMI,43178,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",210
240,1,901067,SKI-TO. FORTUNA,JL. PELABUHAN-2 NO.31 SMI,KAB. SUKABUMI,43364,SKI-Z1CP01,SUKABUMI KOTA,200
241,1,901068,SKI-TK. MANDIRI,JL. CIPARAY SURADE SUKABUMI,SUKABUMI,43179,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",203
242,1,901069,SKI-TK. KURNIA,"PS. PELABUHAN RATU SUKABUMI, S",SUKABUMI,43364,SKI-Z2CP01,"CIKEMBAR,CIKEMBANG,CIB",201
243,1,901070,SKI-TK. BETI,"JL. PARAKAN TUGU, CIANJUR",CIANJUR,43284,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",206
244,1,901071,SKI-TK. HALEGAN,"JL.RY CIPANAS NO.115 CIHERANG,",CIANJUR,43253,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",203
245,1,901072,SKI-TK. AJID,JL. KERTAJADI PRTIGAAN CIUJUNG,CIANJUR,43275,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",203
246,1,901073,SKI-TK. HARAPAN,"JL. GEGER BITUNG 212 SUKABUMI,",SUKABUMI,43197,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",210
247,1,901074,SKI-TK. ANANDA,JL. PAGELARAN DPN TK.MUKTI CJR,CIANJUR,43266,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",203
248,1,901075,SKI-TK. BURUNG NURI,"JL. SUDAMAYA CIBEBER CJR SEL,",CIANJUR,43262,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",203
249,1,901076,SKI-MM. ANUGERAH,JL. RUMAH SAKIT NO. 1 RT. 02/0,CIANJUR,43211,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",203
250,1,901077,SKI-TK. RISTA,"JL. PADA BEUNGHAR SURADE SMI,",SUKABUMI,43179,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",203
251,1,901078,SKI-TK. HALIA JAYA,"JL. BLOK C1 NO. 4 & 5 CIANJUR,",CIANJUR,43211,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",206
252,1,901079,SKI-TK. KEBON KAWUNG,JL. PELABUHAN II-105 LEMBUR ST,KAB. SUKABUMI,43364,SKI-Z1CP01,SUKABUMI KOTA,200
253,1,901080,SKI-TK. FITRI,JL. SAGARANTEN NO.3 SAGARANTEN,SUKABUMI,43181,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",210
254,1,901081,SKI-PD. SAUDARA SEJATI    ***,JL. ST TIMUR GG.MANGGIS 46 SMI,SUKABUMI,43111,SKI-Z1CP01,SUKABUMI KOTA,200
255,1,901082,SKI-TK. SUMBER WANGI,"JL. SINDANG BARANG CIANJUR, CI",CIANJUR,43272,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",210
256,1,901083,SKI-TK. PADA SUKA,"JL. PADAHERANG NO.5 WALURAN, S",SUKABUMI,43175,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",203
257,1,901085,SKI-TK. AKUR JAYA,"JL. SABDA TEGAS NO.70 SMI, SUK",KAB. SUKABUMI,43176,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",210
258,1,901086,SKI-AP. SURYAKENCANA,"JL. SURYAKENCANA NO.50 SKBM, S",SUKABUMI,43111,SKI-Z1PH01,SUKABUMI KOTA,100
259,1,901087,SKI-TK. RASA SENANG,"JL. PADAHERANG WALURAN SURADE,",SUKABUMI,43175,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",210
260,1,901088,SKI-TK. UDAY,"JL. PS. CIRACAP SURADE SMI, SU",KAB. SUKABUMI,43179,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",210
261,1,901089,SKI-TK. JAYA ANUGRAH,"PS. PALABUHAN RATU BELAKANG, S",KAB. SUKABUMI,43364,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
262,1,901090,SKI-TK. DIDA,"JL. PAGELARAN CIANJUR, CIANJUR",CIANJUR,43266,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",203
263,1,901091,SKI-TK. JEMBAR JAYA,PS. CISAAT BLK - SUKABUMI,SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,200
264,1,901092,SKI-AP. KITA,"JL. SURYAKENCANA 58 SUKABUMI,",SUKABUMI,43351,SKI-Z1PH01,SUKABUMI KOTA,100
265,1,901093,SKI-AP. ANEKA FARMA,JL. MOKH. ALI NO. 2 CIRANJANG,CIANJUR,43282,SKI-Z3PH01,"CIANJUR KOTA, CIBEBER,",301
266,1,901094,SKI-AP. CIBADAK,JL. SILIWANGI NO. 147 CIBADAK,SUKABUMI,43351,SKI-RXLK02,EXP LUAR KOTA SUKABUMI,302
267,1,901095,SKI-TC. MINI COSMETIC,PS. INDUK LT. 5 NO.21-22 CIPAN,CIANJUR,43253,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",203
268,1,901097,SKI-MM. HEDICA JAYA,JL.RY KARANG HAWU KM.7 PL.RATU,KAB. SUKABUMI,43364,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
269,1,901098,SKI-RS. BHAKTI MEDICARE,JL. SILIWANGI 187 CICURUG SUKA,KAB. SUKABUMI,43359,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",102
270,1,901099,SKI-TK. BIBILINTIH I,"PS.PELABUHAN RATU BLK C 1 SMI,",KAB. SUKABUMI,43364,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
271,1,901100,SKI-TC. MEKAR JAYA,RUKO CIRANJANG BLOK B NO.2,CIANJUR,43282,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",206
272,1,901101,SKI-MM. TRIM PARIS,"JL. SURYA KENCANA 69 CIBADAK,",SUKABUMI,43351,SKI-RXLK02,EXP LUAR KOTA SUKABUMI,302
273,1,901102,SKI-TK. ASSYFA,"PS.DAYA BAKTI BLK E/1 D SMI, S",KAB. SUKABUMI,43364,SKI-Z1CP01,SUKABUMI KOTA,200
274,1,901103,SKI-TC. YENKI,PS. INDUK LT.II CIPANAS,CIANJUR,43253,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",206
275,1,901104,SKI-TK. HENDRI PUTRA,"JL. TAMAN JAYA SURADE-SMI, SUK",KAB. SUKABUMI,43179,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",210
276,1,901105,SKI-TK. SUMBER RIZKI,"PS. PARUNG KUDA BLK H/13 CBDK,",KAB. SUKABUMI,43357,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
277,1,901106,SKI-TK. EDDYN,PS. CICURUG SUKABUMI,SUKABUMI,43359,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
278,1,901107,"SKI-TK. NIA,IBU","PS. CIRANJANG CIANJUR, CIANJUR",CIANJUR,43282,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",203
279,1,901108,SKI-TK. ILHAM JAYA,JL. RAYA MALEBER NO 7 CIKALONG,CIANJUR,43291,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",203
280,1,901109,SKI-TK. CU,"JL. SILIWANGI NO.282 CICURUG,S",KAB. SUKABUMI,43359,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
281,1,901110,SKI-TK. DUNIA,JL. A. YANI NO. 77  SUKABUMI,SUKABUMI,43151,SKI-Z1CP01,SUKABUMI KOTA,200
282,1,901111,SKI-TK. SETIA WARGI,"JL. KERTAJADI CIDAUN, CIANJUR",CIANJUR,43275,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",203
283,1,901112,SKI-TK. ENGKUS,JL. RAYA CIPEYEM CIRANJANG CJR,CIANJUR,43282,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",206
284,1,901113,SKI-TK. AMI *,"PS. PL RATU BL G3/3 SUKABUMI,",SUKABUMI,43364,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
285,1,901114,SKI-TK. MELATI I,PS. CIPANAS LT.II NO.50 CIP'NS,CIANJUR,43253,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",206
286,1,901115,SKI-TK. GAMIAT,"PS. SURADE SUKABUMI, SUKABUMI",KAB. SUKABUMI,43179,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",203
287,1,901116,SKI-AP. TRI FARMA,JL. SALABINTANA NO.16 SUKABUMI,SUKABUMI,43114,SKI-Z1PH01,SUKABUMI KOTA,100
288,1,901117,SKI-TK. AA,PS.CISAAT BLK B 15/16 SUKABUMI,KAB. SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,200
289,1,901118,SKI-TK. GANA,"JL. CIBINONG CIANJUR, CIANJUR",CIANJUR,43271,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",210
290,1,901119,SKI-TK. SAGAYA,JL. RAYA PEL.RATU NO.1 SUKABUM,KAB. SUKABUMI,43364,SKI-Z2CP01,"CIKEMBAR,CIKEMBANG,CIB",201
291,1,901120,SKI-PT.GRIYA PRATAMA,JL. PELABUHAN 2 NO. 308 KEL. W,SUKABUMI,43364,,,200
292,1,901121,SKI-TK. GEMILANG,"JL. CIBINONG CIANJUR SELATAN,",CIANJUR,43271,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",203
293,1,901122,SKI-AP. SUMBER SEHAT,JL. PERNIAGAAN NO. 14 CIKOLE S,SUKABUMI,43113,SKI-Z1PH01,SUKABUMI KOTA,100
294,1,901123,SKI-TK. MELATI III,PS. CIPANAS LT.II BLK A/4-5 CI,CIANJUR,43253,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",203
295,1,901124,SKI-TK. CS,JL. A.YANI NO. 217 SUKABUMI,KAB. SUKABUMI,43151,SKI-Z1CP01,SUKABUMI KOTA,200
296,1,901125,SKI-MM. MELATI I,JL. RY CIRANJANG NO.7 CIANJUR,CIANJUR,43282,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",203
297,1,901126,SKI-TK. IWAN,JL. ALT. CICURUG DPN. SMUN 1 R,KAB. SUKABUMI,43359,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
298,1,901127,SKI-TK. H. MEMED II,"JL. CIMAHI NO.20 SURADE SMI, S",SUKABUMI,43179,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",203
299,1,901128,SKI-TK. MUSTIKA,PASAR PR.KUDA BLOK H NO.12 SUK,KAB. SUKABUMI,43357,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
300,1,901129,SKI-TK. SRIKAYA,JL. AHMAD YANI NO.283 SUKABUMI,SUKABUMI,43112,SKI-Z1CP01,SUKABUMI KOTA,200
301,1,901130,SKI-TK. CIKAL,"JL. SIMPANG BUNGUR CINAGEN, SU",KAB. SUKABUMI,43151,SKI-Z2CP01,"CIKEMBAR,CIKEMBANG,CIB",201
302,1,901131,SKI-TK. MAJU,JL. CIWANGI NO. 8 GUNUNG PARAN,SUKABUMI,43111,SKI-Z1CP01,SUKABUMI KOTA,200
303,1,901132,SKI-TK. TAN,JL. SILIWANGI CICURUG - SUKABU,SUKABUMI,43359,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
304,1,901133,SKI-TK. SUKADJADI,JL. MANGUNSARKORO NO.181 CIANJ,CIANJUR,43211,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",206
305,1,901134,SKI-TC. SALMA COSMETIK,PS. CIBADAK BLOK AB 3 NO.8 CIB,SUKABUMI,43173,SKI-Z2CP01,"CIKEMBAR,CIKEMBANG,CIB",201
306,1,901135,SKI-TK. JOY,"JL. AHMAD YANI NO.92 SUKABUMI,",SUKABUMI,43111,SKI-Z1CP01,SUKABUMI KOTA,200
307,1,901136,SKI-TK. BUDI RAHAYU,PS.PELABUHAN BLOK C NO.3/4 SUK,KAB. SUKABUMI,43364,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
308,1,901137,SKI-TK. BARU,"PS.CIPANAS LT.DSR CIPANAS, CIA",CIANJUR,43253,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",203
309,1,901138,SKI-TO. SEGER,PS. CICURUG RUKO NO. 4 CICURUG,SUKABUMI,43162,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
310,1,901139,SKI-TK. HAI,JL. PERNIAGAAN SUKABUMI,KAB. SUKABUMI,43151,SKI-Z1CP01,SUKABUMI KOTA,200
311,1,901140,SKI-TK. IDING,"PS. CIKALONG C I A N J U R, CI",CIANJUR,43291,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",203
312,1,901141,SKI-TK. JAKARTA,"JL.CIWANGI NO.17 - SUKABUMI, S",SUKABUMI,43111,SKI-Z1CP01,SUKABUMI KOTA,200
313,1,901142,SKI-TK. GODEG 2,PS. CIGOMBONG BLOK A-3 CIGOMBO,SUKABUMI,43154,SKI-RXLK02,EXP LUAR KOTA SUKABUMI,302
314,1,901143,SKI-TK. SARI MADU,"JL. M.SARKORO - CIANJUR, CIANJ",CIANJUR,43214,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",203
315,1,901144,SKI-TK. LE KOSMETIK,PS. PELABUHAN BLOK J NO. 8 BEL,KAB. SUKABUMI,43364,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
316,1,901145,SKI-TK. PUSAKA,PS. CIRACAP NO. 1 SURADE S.M.I,KAB. SUKABUMI,43176,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",203
317,1,901146,SKI-TO. BUDI,"JL. MANGUNSARKORO 144 CIANJUR,",CIANJUR,43214,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",203
